Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location
PORK CHOP,DOG,PIT BULL,FAWN/WHITE,Male,MED,08/10/2022,K24-050071,DQ111,A419866,10/15/2024,10/24/2024,9,CONFISCATE,FIELD,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.457489, -122.644131)"
CHLOE,DOG,LABRADOR RETR/MIX,WHITE/BROWN,Female,MED,05/24/2024,K24-050148,DQ118,A429807,10/23/2024,10/24/2024,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.45663, -122.72292)"
,DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Unknown,PUPPY,10/24/2024,K24-050157,CS04,A429816,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
KOKO,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,MED,11/01/2022,K24-048324,DQ112,A426157,04/30/2024,05/16/2024,16,QUARANTINE,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
*CHLOE,DOG,BORDER COLLIE/LABRADOR RETR,BLACK,Spayed,SMALL,05/09/2024,K24-049705,DA40,A428904,09/09/2024,10/24/2024,45,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
,DOG,AUST SHEPHERD/MIX,BROWN/WHITE,Unknown,PUPPY,10/24/2024,K24-050154,CS04,A429813,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
,DOG,AUST SHEPHERD/MIX,BROWN/WHITE,Unknown,PUPPY,10/24/2024,K24-050153,CS04,A429812,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
,DOG,AUST SHEPHERD/MIX,WHITE,Unknown,PUPPY,10/24/2024,K24-050151,CS04,A429810,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
*TONKA,DOG,RAT TERRIER/MIX,TRICOLOR,Spayed,SMALL,05/15/2019,K24-048510,DA14,A426434,05/15/2024,07/12/2024,58,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.445212, -122.745766)"
,DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Unknown,PUPPY,10/24/2024,K24-050160,CS04,A429819,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
MONKEY,DOG,PUG,TAN,Female,SMALL,04/03/2023,K24-048133,DS92,A425755,04/09/2024,04/12/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
PORK CHOP,DOG,PIT BULL,FAWN/WHITE,Male,MED,08/10/2022,K23-045792,DS72,A419866,08/23/2023,08/29/2023,6,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,*COTATI,94931,"94931(38.32345, -122.70821)"
BARKLEY,DOG,GERM SHEPHERD/MIX,BLACK/WHITE,Male,LARGE,07/12/2020,K23-043684,DS91,A415147,01/25/2023,02/04/2023,10,CONFISCATE,FIELD,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,COUNTY,95403,"95403(38.4729505, -122.7442054)"
MILLY,DOG,GERM SHEPHERD/MIX,BROWN/WHITE,Female,MED,05/01/2020,K24-049096,DS54,A427691,07/11/2024,07/12/2024,1,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
ZUMA,DOG,GERM SHEPHERD/MIX,BLACK,Spayed,MED,10/24/2019,K22-041539,DQ114,A411851,06/04/2022,06/11/2022,7,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.43807, -122.71247)"
JOEY,DOG,CHIHUAHUA SH/PUG,BLACK,Neutered,TOY,11/01/2011,K24-048132,DS92,A277149,04/09/2024,04/12/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
*PAUL,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,07/08/2023,K24-047432,DA44,A424024,01/24/2024,,0,STRAY,OVER THE COUNTER,,,HEALTHY,,SANTA ROSA,,,
SLICK,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/11/2023,K23-046547,DS90,A418908,10/22/2023,11/03/2023,12,CONFISCATE,FIELD,RETURN TO OWNER,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.457489, -122.644131)"
CRA CRA,DOG,CHIHUAHUA SH,BROWN/WHITE,Female,SMALL,08/23/2019,K24-048387,DS77,A426242,05/06/2024,05/17/2024,11,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.39218, -122.837732)"
NIKO,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,01/02/2024,K24-049700,DA40,A428897,09/08/2024,,0,STRAY,FLD_STRAY,,,UNKNOWN,,*SONOMA,,,
*BETTY,DOG,CHOW CHOW/MIX,BLACK,Spayed,PUPPY,03/04/2024,K24-049626,DA04,A428793,09/04/2024,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,COUNTY,,,
JETSON,DOG,SIBERIAN HUSKY/MIX,TAN/WHITE,Male,MED,10/29/2021,K24-048415,DQ110,A412228,05/08/2024,05/17/2024,9,CONFISCATE,FLD_EVICT,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
SLICK,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/11/2023,K23-045324,DS68,A418908,07/09/2023,07/11/2023,2,CONFISCATE,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.457489, -122.644131)"
BUBBA,DOG,ST BERNARD RGH,WHITE/BROWN,Male,MED,01/29/2016,K20-035196,DS83,A395847,01/29/2020,01/29/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
BROWNIE,DOG,SIBERIAN HUSKY/MIX,TAN,Female,MED,05/08/2023,K24-048417,DS61,A426267,05/08/2024,05/17/2024,9,CONFISCATE,FLD_EVICT,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
DASH,DOG,LABRADOR RETR,WHITE,Male,MED,04/25/2020,K24-048530,TRUCK,A426062,05/17/2024,05/17/2024,0,STRAY,FLD_STRAY,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.445212, -122.745766)"
SLICK,DOG,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/11/2023,K23-046121,DS95,A418908,09/15/2023,09/19/2023,4,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409,"95409(38.457489, -122.644131)"
PIERRE,DOG,POMERANIAN,FAWN,Neutered,TOY,12/16/2012,K24-050147,DS59,A267440,10/23/2024,10/25/2024,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.4374614, -122.6750658)"
RODEO,DOG,AUST CATTLE DOG,RED MERLE,Neutered,MED,06/01/2016,K24-050047,DS66,A429657,10/12/2024,10/25/2024,13,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,COUNTY,95448,"95448(38.61064, -122.86883)"
SNUBBULLS,DOG,PIT BULL,GRAY,Neutered,MED,04/12/2023,K24-048163,DA24,A425829,04/12/2024,05/17/2024,35,STRAY,FIELD,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.4940441, -122.9019744)"
SPARKY,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,11/25/2014,K16-018977,DS79,A337575,05/25/2016,05/26/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
BENTLEY,DOG,GREAT PYRENEES,WHITE,Male,X-LRG,07/25/2023,K24-050166,DA15,A429829,10/25/2024,10/25/2024,0,STRAY,FLD_STRAY,RETURN TO OWNER,FB SCAS,UNKNOWN,PENDING,COUNTY,COUNTY,94954,"94954(38.26415, -122.64305)"
SPARKY,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,11/25/2014,K18-030348,DQ112,A337575,10/20/2018,10/24/2018,4,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
SKYE,DOG,SIBERIAN HUSKY,WHITE,Female,MED,03/27/2018,K24-048407,DS79,A371245,05/08/2024,05/17/2024,9,CONFISCATE,FLD_EVICT,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
KING,DOG,LABRADOR RETR,BLACK,Male,MED,04/25/2021,K24-048529,TRUCK,A426063,05/17/2024,05/17/2024,0,STRAY,FLD_STRAY,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.445212, -122.745766)"
SADIE,DOG,PIT BULL/MIX,WHITE/BLACK,Female,MED,02/20/2020,K24-048461,DA34,A401507,05/11/2024,05/17/2024,6,STRAY,FLD_STRAY,RTOS,SPHONE,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94534,"94534(38.2349693, -122.0838115)"
SPARKLES,DOG,SIBERIAN HUSKY,WHITE,Female,MED,10/29/2021,K24-048414,DQ111,A412227,05/08/2024,05/17/2024,9,CONFISCATE,FLD_EVICT,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
FORRIST,DOG,BORDER COLLIE/LABRADOR RETR,BLACK/WHITE,Neutered,LARGE,08/30/2010,K24-048392,DS73,A310075,05/06/2024,05/17/2024,11,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
JACK,DOG,SIBERIAN HUSKY/MIX,WHITE,Male,MED,05/08/2023,K24-048418,DS60,A426268,05/08/2024,05/17/2024,9,CONFISCATE,FLD_EVICT,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
GUNNER,DOG,PIT BULL,GRAY/WHITE,Male,LARGE,08/24/2014,K21-039438,DS76,A406447,08/24/2021,08/25/2021,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
ODIE,DOG,COCKER SPAN,WHITE/GOLD,Neutered,SMALL,06/02/2017,K20-037530,TRUCK,A372094,12/15/2020,12/15/2020,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.4374614, -122.6750658)"
ODIE,DOG,COCKER SPAN,WHITE/GOLD,Neutered,SMALL,06/02/2017,K22-041592,RECEIVING,A372094,06/10/2022,06/10/2022,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.4374614, -122.6750658)"
PATIENCE,DOG,LABRADOR RETR/MASTIFF,BLACK,Spayed,LARGE,07/12/2021,K24-049100,DA10,A427715,07/12/2024,,0,CONFISCATE,FLD_ARREST,,,UNKNOWN,,*SONOMA,*SONOMA,95476,"95476(38.295408, -122.4710575)"
*STEEVO,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,MED,05/30/2023,K24-048674,DA10,A426837,05/30/2024,09/06/2024,99,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,94922,"94922(38.3453059, -122.9738071)"
*KING,DOG,CATAHOULA/PIT BULL,BR BRINDLE/WHITE,Neutered,PUPPY,10/24/2023,K24-048124,DA13,A425739,04/09/2024,07/13/2024,95,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
FITZ,DOG,SIBERIAN HUSKY,WHITE,Male,SMALL,02/23/2024,K24-049529,DS96,A428600,08/23/2024,09/06/2024,14,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
KING,DOG,CHIHUAHUA SH/PIT BULL,BLACK,Male,SMALL,11/10/2016,K24-049050,DS58,A351299,07/06/2024,07/13/2024,7,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
COOPER,DOG,AUST SHEPHERD/MIX,BLACK/TAN,Neutered,MED,03/23/2015,K17-023391,DA14,A342609,05/06/2017,06/15/2017,40,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95405,"95405(38.4374614, -122.6750658)"
LIDO,DOG,POMERANIAN,BLACK,Neutered,SMALL,09/21/2010,K24-049648,DS73,A265909,09/05/2024,09/06/2024,1,STRAY,FLD_STRAY,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
BROOKS,DOG,SIBERIAN HUSKY/MIX,BLACK/WHITE,Neutered,SMALL,10/26/2020,K24-050171,DA20,A429841,10/25/2024,10/26/2024,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95492,"95492(38.5407034, -122.805922)"
*MONA-LISA,DOG,LABRADOR RETR/MIX,BLACK,Spayed,PUPPY,07/27/2024,K24-049697,DA14,A428892,09/07/2024,10/26/2024,49,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.43807, -122.71247)"
*BILL,DOG,GERM SHEPHERD,TAN/BLACK,Neutered,MED,12/20/2022,K23-046555,FOSTER,A421443,10/23/2023,,0,STRAY,FLD_STRAY,,,HEALTHY,,SANTA ROSA,,,
RIVER,DOG,AUST KELPIE,BLACK/BROWN,Spayed,MED,11/01/2022,K23-045894,DS69,A420107,09/01/2023,10/03/2023,32,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.50204, -122.99739)"
BEAR,DOG,SIBERIAN HUSKY/MIX,BLACK,Neutered,SMALL,10/26/2022,K24-050170,DA20,A429840,10/25/2024,10/26/2024,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95492,"95492(38.5407034, -122.805922)"
,DOG,AUST SHEPHERD/MIX,BROWN/WHITE,Unknown,PUPPY,10/24/2024,K24-050173,CS04,A429846,10/24/2024,,0,BORN HERE,MOM STRAY,,,UNKNOWN,,SANTA ROSA,,,
,DOG,AUST SHEPHERD/MIX,WHITE,Female,PUPPY,10/24/2024,K24-050150,CS04,A429809,10/24/2024,10/26/2024,2,BORN HERE,MOM STRAY,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,
MARSHALL,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Male,LARGE,11/30/2016,K24-048549,DS57,A362734,05/18/2024,05/18/2024,0,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,COUNTY,COUNTY,95436,"95436(38.4940441, -122.9019744)"
LUCKY,DOG,LABRADOR RETR/MIX,BLACK,Male,LARGE,11/04/2022,K24-048382,DS68,A426236,05/04/2024,05/18/2024,14,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,
SPARKLES,DOG,SIBERIAN HUSKY,WHITE,Female,MED,10/29/2021,K24-048535,DQ111,A412227,05/17/2024,05/18/2024,1,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,COUNTY,95472,"95472(38.39218, -122.837732)"
,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Male,MED,10/07/2023,K24-048399,DS85,A426252,05/07/2024,05/18/2024,11,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,
BROWNIE,DOG,SIBERIAN HUSKY/MIX,TAN,Female,MED,05/08/2023,K24-048539,DS61,A426267,05/17/2024,05/18/2024,1,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
ROCKY,DOG,AM PIT BULL TER/MIX,TAN/WHITE,Male,MED,04/06/2016,K24-048460,DA24,A426365,05/11/2024,05/16/2024,5,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_LETTER,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94565,"94565(38.0231714, -121.9133498)"
JACK,DOG,SIBERIAN HUSKY/MIX,WHITE,Male,MED,05/08/2023,K24-048538,DS60,A426268,05/17/2024,05/18/2024,1,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
JETSON,DOG,SIBERIAN HUSKY/MIX,TAN/WHITE,Male,MED,10/29/2021,K24-048533,DQ110,A412228,05/17/2024,05/18/2024,1,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,COUNTY,,,
KOKO,DOG,GERM SHEPHERD/MIX,WHITE/TAN,Neutered,LARGE,06/14/2016,K24-049954,DS58,A349475,10/02/2024,10/27/2024,25,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
*NELLIE,DOG,CHOW CHOW/MIX,BLACK,Spayed,PUPPY,03/04/2024,K24-049627,DA35,A428794,09/04/2024,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,COUNTY,,,
,DOG,AUST SHEPHERD/MIX,BLACK/WHITE,Unknown,PUPPY,10/24/2024,K24-050155,CS04,A429814,10/24/2024,10/27/2024,3,BORN HERE,MOM STRAY,DIED,IN KENNEL,UNKNOWN,DEAD,SANTA ROSA,,,
DOPE,DOG,PIT BULL/MIX,BLACK/WHITE,Female,MED,11/28/2023,K24-048721,DS79,A426715,06/04/2024,07/14/2024,40,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNKNOWN,HEALTHY,COUNTY,COUNTY,95421,"95421(38.5316788, -123.1435029)"
,DOG,SIBERIAN HUSKY,WHITE,Male,LARGE,06/18/2018,K24-048847,DS63,A427206,06/18/2024,07/14/2024,26,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNKNOWN,HEALTHY,SANTA ROSA,,,
*SARGE,DOG,GERM SHEPHERD,TAN/BLACK,Male,LARGE,07/15/2014,K24-048649,DS57,A426754,05/29/2024,07/16/2024,48,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNKNOWN,UNTREATABLE,COUNTY,,,
STELLA,DOG,AM PIT BULL TER/MIX,TAN/WHITE,Female,MED,12/19/2022,K24-049131,TRUCK,A423452,07/16/2024,07/16/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4729505, -122.7442054)"
MIA,DOG,ENG BULLDOG/MIX,RED MERLE/WHITE,Female,MED,01/19/2023,K23-047162,DA26,A423451,12/19/2023,12/19/2023,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95403,"95403(38.4729505, -122.7442054)"
DEAD,DOG,FRENCH BULLDOG,GRAY/WHITE,Male,MED,07/05/2021,K24-049018,DS68,A427527,07/05/2024,07/16/2024,11,STRAY,OVER THE COUNTER,EUTHANIZE,CON SEVERE,UNKNOWN,TREATABLE/MANAGEABLE,SANTA ROSA,,,
*LULU,DOG,DOBERMAN PINSCH,BROWN/TAN,Spayed,MED,08/01/2020,K24-048735,DA03,A426940,06/05/2024,09/07/2024,94,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95482,"95482(39.1535258, -123.2072752)"
KASHI,DOG,FRENCH BULLDOG,BLUE MERLE,Male,SMALL,01/13/2023,K24-049114,DS58,A427743,07/13/2024,07/16/2024,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
BUBBA KUSH,DOG,PIT BULL/MIX,BR BRINDLE,Male,PUPPY,03/31/2024,K24-049126,DS63,A427784,07/15/2024,07/16/2024,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4101254, -122.7276168)"
LOUISE,DOG,MASTIFF,TAN/WHITE,Female,X-LRG,11/30/2019,K23-046890,DI105,A422325,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.295408, -122.4710575)"
BONNIE,DOG,LABRADOR RETR/MIX,TAN,Female,MED,10/18/2021,K24-049878,DS50,A429231,09/25/2024,,0,OWNER SURRENDER,FIELD,,,HEALTHY,,COUNTY,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
*AMY,DOG,GERM SHEPHERD/MIX,BR BRINDLE/WHITE,Spayed,PUPPY,04/07/2024,K24-048756,DA14,A426974,06/07/2024,07/16/2024,39,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
KALI ROSE,DOG,PIT BULL,BLACK/WHITE,Female,PUPPY,12/21/2023,K24-048561,DS68,A426557,05/21/2024,05/21/2024,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
MIA,DOG,ENG BULLDOG/MIX,RED MERLE/WHITE,Female,MED,01/19/2023,K24-049130,TRUCK,A423451,07/16/2024,07/16/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4729505, -122.7442054)"
*TY,DOG,BORDER COLLIE,TRICOLOR,Neutered,MED,08/30/2023,K23-046876,FOSTER,A422309,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,HEALTHY,,COUNTY,COUNTY,95476,"95476(38.29188, -122.45728)"
ASKARI,DOG,DOBERMAN PINSCH/MIX,RED,Male,MED,04/23/2022,K24-048266,DS90,A426042,04/23/2024,05/21/2024,28,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.445212, -122.745766)"
*JD,DOG,MASTIFF,WHITE/BROWN,Male,X-LRG,11/30/2020,K23-046891,DI101,A422326,11/21/2023,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,95476,"95476(38.295408, -122.4710575)"
DANTE,DOG,PIT BULL/MIX,GRAY/WHITE,Neutered,X-LRG,05/21/2017,K24-048562,DQ110,A426558,05/21/2024,05/21/2024,0,CONFISCATE,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95462,"95462(38.4658191, -123.0149436)"
KISSIE,DOG,AUST CATTLE DOG,TRICOLOR,Spayed,MED,01/02/2022,K24-048398,DA42,A417832,05/07/2024,05/21/2024,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,*WINDSOR,95492,"95492(38.5407034, -122.805922)"
RUBY,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,09/01/2021,K24-049001,DQ115,A427485,07/03/2024,07/16/2024,13,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403,"95403(38.4729505, -122.7442054)"
AMICA,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Female,TOY,07/16/2022,K24-049129,DA18,A427791,07/16/2024,07/16/2024,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404,"95404(38.451809, -122.692988)"
*BOSTON,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,12/17/2011,K14-008550,DA12,A300270,04/22/2014,05/14/2014,22,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95457,"95457(38.8850962, -122.5761357)"
DEXTER,DOG,RAT TERRIER/MIX,WHITE/BLACK,Neutered,SMALL,07/19/2014,K24-049625,DS79,A417750,09/04/2024,09/07/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.445212, -122.745766)"
PATCHES,DOG,FRENCH BULLDOG,CHOCOLATE,Male,MED,02/12/2022,K24-049645,DA19,A428825,09/04/2024,09/07/2024,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95404,"95404(38.451809, -122.692988)"
